prompt,intent,action_type,path,category,args,tags,action_json
Provision DigitalOcean Postgres DB with terraform,execute_script,terraform,digitalocean/terraform_digitalocean_database_postgres,digitalocean,,"digitalocean,postgres,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_database_postgres"", ""explanation"": ""DigitalOcean Postgres DB""}"
Set up DigitalOcean Postgres DB,execute_script,terraform,digitalocean/terraform_digitalocean_database_postgres,digitalocean,,"digitalocean,postgres,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_database_postgres"", ""explanation"": ""DigitalOcean Postgres DB""}"
Deploy DigitalOcean Postgres DB,execute_script,terraform,digitalocean/terraform_digitalocean_database_postgres,digitalocean,,"digitalocean,postgres,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_database_postgres"", ""explanation"": ""DigitalOcean Postgres DB""}"
Create DigitalOcean Kubernetes using terraform,execute_script,terraform,digitalocean/terraform_digitalocean_kubernetes,digitalocean,,"digitalocean,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_kubernetes"", ""explanation"": ""DigitalOcean Kubernetes""}"
Provision DigitalOcean Kubernetes cluster with terraform,execute_script,terraform,digitalocean/terraform_digitalocean_kubernetes,digitalocean,,"digitalocean,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_kubernetes"", ""explanation"": ""DigitalOcean Kubernetes""}"
Set up Kubernetes on DIGITALOCEAN,execute_script,terraform,digitalocean/terraform_digitalocean_kubernetes,digitalocean,,"digitalocean,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_kubernetes"", ""explanation"": ""DigitalOcean Kubernetes""}"
Deploy DigitalOcean Kubernetes,execute_script,terraform,digitalocean/terraform_digitalocean_kubernetes,digitalocean,,"digitalocean,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_kubernetes"", ""explanation"": ""DigitalOcean Kubernetes""}"
Create DigitalOcean Load Balancer using terraform,execute_script,terraform,digitalocean/terraform_digitalocean_loadbalancer,digitalocean,,"digitalocean,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_loadbalancer"", ""explanation"": ""DigitalOcean Load Balancer""}"
Provision DigitalOcean Load Balancer with terraform,execute_script,terraform,digitalocean/terraform_digitalocean_loadbalancer,digitalocean,,"digitalocean,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_loadbalancer"", ""explanation"": ""DigitalOcean Load Balancer""}"
Set up DigitalOcean Load Balancer,execute_script,terraform,digitalocean/terraform_digitalocean_loadbalancer,digitalocean,,"digitalocean,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_loadbalancer"", ""explanation"": ""DigitalOcean Load Balancer""}"
Deploy DigitalOcean Load Balancer,execute_script,terraform,digitalocean/terraform_digitalocean_loadbalancer,digitalocean,,"digitalocean,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_loadbalancer"", ""explanation"": ""DigitalOcean Load Balancer""}"
Create DigitalOcean Spaces using terraform,execute_script,terraform,digitalocean/terraform_digitalocean_spaces_storage,digitalocean,,"digitalocean,spaces,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_spaces_storage"", ""explanation"": ""DigitalOcean Spaces""}"
Provision DigitalOcean Spaces with terraform,execute_script,terraform,digitalocean/terraform_digitalocean_spaces_storage,digitalocean,,"digitalocean,spaces,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_spaces_storage"", ""explanation"": ""DigitalOcean Spaces""}"
Set up DigitalOcean Spaces,execute_script,terraform,digitalocean/terraform_digitalocean_spaces_storage,digitalocean,,"digitalocean,spaces,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_spaces_storage"", ""explanation"": ""DigitalOcean Spaces""}"
Deploy DigitalOcean Spaces,execute_script,terraform,digitalocean/terraform_digitalocean_spaces_storage,digitalocean,,"digitalocean,spaces,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""digitalocean/terraform_digitalocean_spaces_storage"", ""explanation"": ""DigitalOcean Spaces""}"
Create Cloudflare CDN caching using terraform,execute_script,terraform,cloudlare/terraform_cdn_caching,cloudlare,,"cloudflare,cdn,caching","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_cdn_caching"", ""explanation"": ""Cloudflare CDN caching""}"
Provision Cloudflare CDN caching with terraform,execute_script,terraform,cloudlare/terraform_cdn_caching,cloudlare,,"cloudflare,cdn,caching","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_cdn_caching"", ""explanation"": ""Cloudflare CDN caching""}"
Set up Cloudflare CDN caching,execute_script,terraform,cloudlare/terraform_cdn_caching,cloudlare,,"cloudflare,cdn,caching","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_cdn_caching"", ""explanation"": ""Cloudflare CDN caching""}"
Deploy Cloudflare CDN caching,execute_script,terraform,cloudlare/terraform_cdn_caching,cloudlare,,"cloudflare,cdn,caching","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_cdn_caching"", ""explanation"": ""Cloudflare CDN caching""}"
Create Cloudflare DNS management using terraform,execute_script,terraform,cloudlare/terraform_dns_management,cloudlare,,"cloudflare,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_dns_management"", ""explanation"": ""Cloudflare DNS management""}"
Set up Cloudflare DNS management with terraform,execute_script,terraform,cloudlare/terraform_dns_management,cloudlare,,"cloudflare,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_dns_management"", ""explanation"": ""Cloudflare DNS management""}"
Provision Cloudflare DNS management,execute_script,terraform,cloudlare/terraform_dns_management,cloudlare,,"cloudflare,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_dns_management"", ""explanation"": ""Cloudflare DNS management""}"
Configure Cloudflare DNS management,execute_script,terraform,cloudlare/terraform_dns_management,cloudlare,,"cloudflare,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_dns_management"", ""explanation"": ""Cloudflare DNS management""}"
Create Cloudflare load balancing using terraform,execute_script,terraform,cloudlare/terraform_load_balancing,cloudlare,,"cloudflare,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_load_balancing"", ""explanation"": ""Cloudflare load balancing""}"
Provision Cloudflare load balancing with terraform,execute_script,terraform,cloudlare/terraform_load_balancing,cloudlare,,"cloudflare,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_load_balancing"", ""explanation"": ""Cloudflare load balancing""}"
Set up Cloudflare load balancing,execute_script,terraform,cloudlare/terraform_load_balancing,cloudlare,,"cloudflare,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_load_balancing"", ""explanation"": ""Cloudflare load balancing""}"
Deploy Cloudflare load balancing,execute_script,terraform,cloudlare/terraform_load_balancing,cloudlare,,"cloudflare,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_load_balancing"", ""explanation"": ""Cloudflare load balancing""}"
Set up Cloudflare WAF security using terraform,execute_script,terraform,cloudlare/terraform_waf_security,cloudlare,,"cloudflare,waf,security,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_waf_security"", ""explanation"": ""Cloudflare WAF security""}"
Configure Cloudflare WAF security with terraform,execute_script,terraform,cloudlare/terraform_waf_security,cloudlare,,"cloudflare,waf,security,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_waf_security"", ""explanation"": ""Cloudflare WAF security""}"
Create Cloudflare WAF security,execute_script,terraform,cloudlare/terraform_waf_security,cloudlare,,"cloudflare,waf,security,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_waf_security"", ""explanation"": ""Cloudflare WAF security""}"
Provision Cloudflare WAF security,execute_script,terraform,cloudlare/terraform_waf_security,cloudlare,,"cloudflare,waf,security,firewall","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""cloudlare/terraform_waf_security"", ""explanation"": ""Cloudflare WAF security""}"
Create GoDaddy DNS using terraform,execute_script,terraform,godaddy/terraform_godaddy_dns_basic,godaddy,,"godaddy,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_dns_basic"", ""explanation"": ""GoDaddy DNS""}"
Set up GoDaddy DNS with terraform,execute_script,terraform,godaddy/terraform_godaddy_dns_basic,godaddy,,"godaddy,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_dns_basic"", ""explanation"": ""GoDaddy DNS""}"
Provision GoDaddy DNS,execute_script,terraform,godaddy/terraform_godaddy_dns_basic,godaddy,,"godaddy,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_dns_basic"", ""explanation"": ""GoDaddy DNS""}"
Configure GoDaddy DNS,execute_script,terraform,godaddy/terraform_godaddy_dns_basic,godaddy,,"godaddy,dns,domain","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_dns_basic"", ""explanation"": ""GoDaddy DNS""}"
Create GoDaddy domain management using terraform,execute_script,terraform,godaddy/terraform_godaddy_domain_management,godaddy,,"godaddy,domain,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_domain_management"", ""explanation"": ""GoDaddy domain management""}"
Provision GoDaddy domain management with terraform,execute_script,terraform,godaddy/terraform_godaddy_domain_management,godaddy,,"godaddy,domain,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_domain_management"", ""explanation"": ""GoDaddy domain management""}"
Set up GoDaddy domain management,execute_script,terraform,godaddy/terraform_godaddy_domain_management,godaddy,,"godaddy,domain,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_domain_management"", ""explanation"": ""GoDaddy domain management""}"
Deploy GoDaddy domain management,execute_script,terraform,godaddy/terraform_godaddy_domain_management,godaddy,,"godaddy,domain,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_domain_management"", ""explanation"": ""GoDaddy domain management""}"
Create GoDaddy subdomain using terraform,execute_script,terraform,godaddy/terraform_godaddy_subdomain_management,godaddy,,"godaddy,subdomain,dns","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_subdomain_management"", ""explanation"": ""GoDaddy subdomain""}"
Provision GoDaddy subdomain with terraform,execute_script,terraform,godaddy/terraform_godaddy_subdomain_management,godaddy,,"godaddy,subdomain,dns","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_subdomain_management"", ""explanation"": ""GoDaddy subdomain""}"
Set up GoDaddy subdomain,execute_script,terraform,godaddy/terraform_godaddy_subdomain_management,godaddy,,"godaddy,subdomain,dns","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_subdomain_management"", ""explanation"": ""GoDaddy subdomain""}"
Deploy GoDaddy subdomain,execute_script,terraform,godaddy/terraform_godaddy_subdomain_management,godaddy,,"godaddy,subdomain,dns","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""godaddy/terraform_godaddy_subdomain_management"", ""explanation"": ""GoDaddy subdomain""}"
Create HashiCorp Cloud using terraform,execute_script,terraform,hashicorp/cloud,hashicorp,,"hashicorp,cloud,hcp","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/cloud"", ""explanation"": ""HashiCorp Cloud""}"
Provision HashiCorp Cloud with terraform,execute_script,terraform,hashicorp/cloud,hashicorp,,"hashicorp,cloud,hcp","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/cloud"", ""explanation"": ""HashiCorp Cloud""}"
Set up HashiCorp Cloud,execute_script,terraform,hashicorp/cloud,hashicorp,,"hashicorp,cloud,hcp","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/cloud"", ""explanation"": ""HashiCorp Cloud""}"
Deploy HashiCorp Cloud,execute_script,terraform,hashicorp/cloud,hashicorp,,"hashicorp,cloud,hcp","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/cloud"", ""explanation"": ""HashiCorp Cloud""}"
Set up HashiCorp Vault using terraform,execute_script,terraform,hashicorp/vault,hashicorp,,"hashicorp,vault,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/vault"", ""explanation"": ""HashiCorp Vault""}"
Configure HashiCorp Vault with terraform,execute_script,terraform,hashicorp/vault,hashicorp,,"hashicorp,vault,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/vault"", ""explanation"": ""HashiCorp Vault""}"
Create HashiCorp Vault,execute_script,terraform,hashicorp/vault,hashicorp,,"hashicorp,vault,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/vault"", ""explanation"": ""HashiCorp Vault""}"
Provision HashiCorp Vault,execute_script,terraform,hashicorp/vault,hashicorp,,"hashicorp,vault,secrets,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hashicorp/vault"", ""explanation"": ""HashiCorp Vault""}"
Provision Hetzner VM using terraform,execute_script,terraform,hetzner/terraform_hetzner_vm_basic,hetzner,,"hetzner,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hetzner/terraform_hetzner_vm_basic"", ""explanation"": ""Hetzner VM""}"
Create Hetzner VM with terraform,execute_script,terraform,hetzner/terraform_hetzner_vm_basic,hetzner,,"hetzner,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hetzner/terraform_hetzner_vm_basic"", ""explanation"": ""Hetzner VM""}"
Deploy a virtual machine on HETZNER,execute_script,terraform,hetzner/terraform_hetzner_vm_basic,hetzner,,"hetzner,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hetzner/terraform_hetzner_vm_basic"", ""explanation"": ""Hetzner VM""}"
Set up Hetzner VM,execute_script,terraform,hetzner/terraform_hetzner_vm_basic,hetzner,,"hetzner,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""hetzner/terraform_hetzner_vm_basic"", ""explanation"": ""Hetzner VM""}"
Create Linode LKE Kubernetes using terraform,execute_script,terraform,linode/terraform_linode_lke,linode,,"linode,lke,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_lke"", ""explanation"": ""Linode LKE Kubernetes""}"
Provision Linode LKE Kubernetes cluster with terraform,execute_script,terraform,linode/terraform_linode_lke,linode,,"linode,lke,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_lke"", ""explanation"": ""Linode LKE Kubernetes""}"
Set up Kubernetes on LINODE,execute_script,terraform,linode/terraform_linode_lke,linode,,"linode,lke,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_lke"", ""explanation"": ""Linode LKE Kubernetes""}"
Deploy Linode LKE Kubernetes,execute_script,terraform,linode/terraform_linode_lke,linode,,"linode,lke,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_lke"", ""explanation"": ""Linode LKE Kubernetes""}"
Create Linode Load Balancer using terraform,execute_script,terraform,linode/terraform_linode_load_balancer,linode,,"linode,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_load_balancer"", ""explanation"": ""Linode Load Balancer""}"
Provision Linode Load Balancer with terraform,execute_script,terraform,linode/terraform_linode_load_balancer,linode,,"linode,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_load_balancer"", ""explanation"": ""Linode Load Balancer""}"
Set up Linode Load Balancer,execute_script,terraform,linode/terraform_linode_load_balancer,linode,,"linode,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_load_balancer"", ""explanation"": ""Linode Load Balancer""}"
Deploy Linode Load Balancer,execute_script,terraform,linode/terraform_linode_load_balancer,linode,,"linode,loadbalancer,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_load_balancer"", ""explanation"": ""Linode Load Balancer""}"
Provision Linode VM using terraform,execute_script,terraform,linode/terraform_linode_vm,linode,,"linode,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_vm"", ""explanation"": ""Linode VM""}"
Create Linode VM with terraform,execute_script,terraform,linode/terraform_linode_vm,linode,,"linode,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_vm"", ""explanation"": ""Linode VM""}"
Deploy a virtual machine on LINODE,execute_script,terraform,linode/terraform_linode_vm,linode,,"linode,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_vm"", ""explanation"": ""Linode VM""}"
Set up Linode VM,execute_script,terraform,linode/terraform_linode_vm,linode,,"linode,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""linode/terraform_linode_vm"", ""explanation"": ""Linode VM""}"
Create UpCloud DNS using terraform,execute_script,terraform,upcloud/terraform_upcloud_dns_zone_records,upcloud,,"upcloud,dns,records","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_dns_zone_records"", ""explanation"": ""UpCloud DNS""}"
Provision UpCloud DNS with terraform,execute_script,terraform,upcloud/terraform_upcloud_dns_zone_records,upcloud,,"upcloud,dns,records","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_dns_zone_records"", ""explanation"": ""UpCloud DNS""}"
Set up UpCloud DNS,execute_script,terraform,upcloud/terraform_upcloud_dns_zone_records,upcloud,,"upcloud,dns,records","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_dns_zone_records"", ""explanation"": ""UpCloud DNS""}"
Deploy UpCloud DNS,execute_script,terraform,upcloud/terraform_upcloud_dns_zone_records,upcloud,,"upcloud,dns,records","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_dns_zone_records"", ""explanation"": ""UpCloud DNS""}"
Create UpCloud network using terraform,execute_script,terraform,upcloud/terraform_upcloud_network_basic,upcloud,,"upcloud,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_network_basic"", ""explanation"": ""UpCloud network""}"
Set up UpCloud network with terraform,execute_script,terraform,upcloud/terraform_upcloud_network_basic,upcloud,,"upcloud,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_network_basic"", ""explanation"": ""UpCloud network""}"
Provision UpCloud network,execute_script,terraform,upcloud/terraform_upcloud_network_basic,upcloud,,"upcloud,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_network_basic"", ""explanation"": ""UpCloud network""}"
Configure UpCloud network,execute_script,terraform,upcloud/terraform_upcloud_network_basic,upcloud,,"upcloud,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_network_basic"", ""explanation"": ""UpCloud network""}"
Provision UpCloud VPS using terraform,execute_script,terraform,upcloud/terraform_upcloud_vps_basic,upcloud,,"upcloud,vps,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_vps_basic"", ""explanation"": ""UpCloud VPS""}"
Create UpCloud VPS with terraform,execute_script,terraform,upcloud/terraform_upcloud_vps_basic,upcloud,,"upcloud,vps,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_vps_basic"", ""explanation"": ""UpCloud VPS""}"
Deploy a virtual machine on UPCLOUD,execute_script,terraform,upcloud/terraform_upcloud_vps_basic,upcloud,,"upcloud,vps,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_vps_basic"", ""explanation"": ""UpCloud VPS""}"
Set up UpCloud VPS,execute_script,terraform,upcloud/terraform_upcloud_vps_basic,upcloud,,"upcloud,vps,vm,compute","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""upcloud/terraform_upcloud_vps_basic"", ""explanation"": ""UpCloud VPS""}"
Create Valtunox Kubernetes cluster using terraform,execute_script,terraform,valtunox/terraform_valtunox_cluster_kubernetes_v2,valtunox,,"valtunox,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_cluster_kubernetes_v2"", ""explanation"": ""Valtunox Kubernetes cluster""}"
Provision Valtunox Kubernetes cluster cluster with terraform,execute_script,terraform,valtunox/terraform_valtunox_cluster_kubernetes_v2,valtunox,,"valtunox,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_cluster_kubernetes_v2"", ""explanation"": ""Valtunox Kubernetes cluster""}"
Set up Kubernetes on VALTUNOX,execute_script,terraform,valtunox/terraform_valtunox_cluster_kubernetes_v2,valtunox,,"valtunox,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_cluster_kubernetes_v2"", ""explanation"": ""Valtunox Kubernetes cluster""}"
Deploy Valtunox Kubernetes cluster,execute_script,terraform,valtunox/terraform_valtunox_cluster_kubernetes_v2,valtunox,,"valtunox,kubernetes,cluster","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_cluster_kubernetes_v2"", ""explanation"": ""Valtunox Kubernetes cluster""}"
Create Valtunox Minikube using terraform,execute_script,terraform,valtunox/terraform_valtunox_minikube,valtunox,,"valtunox,minikube,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_minikube"", ""explanation"": ""Valtunox Minikube""}"
Provision Valtunox Minikube with terraform,execute_script,terraform,valtunox/terraform_valtunox_minikube,valtunox,,"valtunox,minikube,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_minikube"", ""explanation"": ""Valtunox Minikube""}"
Set up Valtunox Minikube,execute_script,terraform,valtunox/terraform_valtunox_minikube,valtunox,,"valtunox,minikube,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_minikube"", ""explanation"": ""Valtunox Minikube""}"
Deploy Valtunox Minikube,execute_script,terraform,valtunox/terraform_valtunox_minikube,valtunox,,"valtunox,minikube,kubernetes","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_minikube"", ""explanation"": ""Valtunox Minikube""}"
Create Valtunox subnet using terraform,execute_script,terraform,valtunox/terraform_valtunox_network_subnet,valtunox,,"valtunox,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_subnet"", ""explanation"": ""Valtunox subnet""}"
Set up Valtunox subnet with terraform,execute_script,terraform,valtunox/terraform_valtunox_network_subnet,valtunox,,"valtunox,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_subnet"", ""explanation"": ""Valtunox subnet""}"
Provision Valtunox subnet,execute_script,terraform,valtunox/terraform_valtunox_network_subnet,valtunox,,"valtunox,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_subnet"", ""explanation"": ""Valtunox subnet""}"
Configure Valtunox subnet,execute_script,terraform,valtunox/terraform_valtunox_network_subnet,valtunox,,"valtunox,subnet,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_subnet"", ""explanation"": ""Valtunox subnet""}"
Create Valtunox VPC using terraform,execute_script,terraform,valtunox/terraform_valtunox_network_vpc,valtunox,,"valtunox,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpc"", ""explanation"": ""Valtunox VPC""}"
Set up Valtunox VPC with terraform,execute_script,terraform,valtunox/terraform_valtunox_network_vpc,valtunox,,"valtunox,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpc"", ""explanation"": ""Valtunox VPC""}"
Provision Valtunox VPC,execute_script,terraform,valtunox/terraform_valtunox_network_vpc,valtunox,,"valtunox,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpc"", ""explanation"": ""Valtunox VPC""}"
Configure Valtunox VPC,execute_script,terraform,valtunox/terraform_valtunox_network_vpc,valtunox,,"valtunox,vpc,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpc"", ""explanation"": ""Valtunox VPC""}"
Create Valtunox VPN using terraform,execute_script,terraform,valtunox/terraform_valtunox_network_vpn,valtunox,,"valtunox,vpn,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpn"", ""explanation"": ""Valtunox VPN""}"
Set up Valtunox VPN with terraform,execute_script,terraform,valtunox/terraform_valtunox_network_vpn,valtunox,,"valtunox,vpn,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpn"", ""explanation"": ""Valtunox VPN""}"
Provision Valtunox VPN,execute_script,terraform,valtunox/terraform_valtunox_network_vpn,valtunox,,"valtunox,vpn,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpn"", ""explanation"": ""Valtunox VPN""}"
Configure Valtunox VPN,execute_script,terraform,valtunox/terraform_valtunox_network_vpn,valtunox,,"valtunox,vpn,network","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_network_vpn"", ""explanation"": ""Valtunox VPN""}"
Create Valtunox ACL using terraform,execute_script,terraform,valtunox/terraform_valtunox_networks_acl,valtunox,,"valtunox,acl,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_acl"", ""explanation"": ""Valtunox ACL""}"
Set up Valtunox ACL with terraform,execute_script,terraform,valtunox/terraform_valtunox_networks_acl,valtunox,,"valtunox,acl,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_acl"", ""explanation"": ""Valtunox ACL""}"
Provision Valtunox ACL,execute_script,terraform,valtunox/terraform_valtunox_networks_acl,valtunox,,"valtunox,acl,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_acl"", ""explanation"": ""Valtunox ACL""}"
Configure Valtunox ACL,execute_script,terraform,valtunox/terraform_valtunox_networks_acl,valtunox,,"valtunox,acl,network,security","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""valtunox/terraform_valtunox_networks_acl"", ""explanation"": ""Valtunox ACL""}"
